,sku,Tên,Trạng thái,Nhãn hàng,Loại,Nhóm,Đặc điểm nổi bật,Giá gốc,Giá hiện tại,Giảm giá,Thời gian kết thúc giảm giá,Khuyến mãi,Link đặt hàng,Ảnh,Màu,Thông tin hàng hóa,Thiết kế và Trọng lượng,Thông số cơ bản,Màn hình,Giao tiếp và kết nối,Phụ kiện trong hộp
24,00905334,Màn hình Asus VA27EHF/27 inch/FHD (1920x1080)/IPS 100hz,Mua ngay,Asus,Màn hình,Màn hình văn phòng,"['27 inch ', 'FHD 1920x1080 ', 'Tấm nền IPS ']",3790000,2790000,26,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-asus-va27ehf27-inch?sku=00905334,https://cdn2.fptshop.com.vn/unsafe/2023_11_13_638354712247339390_man-hinh-asus-va27ehf27-inch-3.jpg,Đen,"{'Model': 'VA27EHF', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Trọng lượng sản phẩm có chân đế': [{'displayValue': '4.5 kg', 'value': 4.5}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V', 'Đầu ra âm thanh': '1 x 3.5mm Audio-out (Headphone)'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1300:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 Hz', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}",{'Cổng giao tiếp': ['Đầu vào: HDMI']},{'Phụ kiện trong hộp': ['Dây nguồn']}
25,00873702,Màn hình Samsung LF27T450FQEXXV/27 inch/FHD (1920x1080)/IPS 75Hz,Mua ngay,Samsung,Màn hình,Màn hình văn phòng,[],3996000,2890000,28,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/samsung-lf27t450fqexxv27-inch-fhd,https://cdn2.fptshop.com.vn/unsafe/samsung_lf27t450fqexxv_1_8e0b3fb12e.png,Đen,"{'Model': 'Samsung LF27T450FQEXXV', 'Xuất xứ': ['Việt Nam'], 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '612.1 x 391.6 x 224.0 mm', 'Kích thước không chân đế': '612.1 x 363.6 x 39.4 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '4.6 kg', 'value': 4.6}]}",,"{'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'Chính: IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels']}","{'Cổng giao tiếp': ['1 DisplayPort', '1 HDMI']}",{'Phụ kiện trong hộp': ['Cáp HDMI']}
26,00906368,Màn hình Gaming Acer Nitro VG270 E/27 inch/FullHD (1920x1080)/IPS 100Hz,Mua ngay,Acer,Màn hình,Màn hình Gaming,"['27 inch ', 'Tần số quét 100Hz ', 'Tấm nền IPS ']",3990000,2890000,28,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-gaming-acer-nitro-vg270-e27-inch?sku=00906368,https://cdn2.fptshop.com.vn/unsafe/2024_1_16_638410161185929122_man-hinh-gaming-acer-nitro-vg270-e27-inch-1.jpg,Đen,"{'Model': 'VG270 E', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Trọng lượng sản phẩm có chân đế': [{'displayValue': '7 kg', 'value': 7}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 ', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
27,00906366,Màn hình di động Viewsonic VA1655/15.6 inch/FullHD (1920x1080)/IPS 60Hz,Mua ngay,Viewsonic,Màn hình,Màn hình văn phòng,"['15.6 inch ', 'FHD 1920x1080 ']",3990000,3190000,20,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/viewsonic-va1655-15-6-inch-fullhd,https://cdn2.fptshop.com.vn/unsafe/viewsonic_va1655_49d735cea4.png,Đen,"{'Model': 'VA1655', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Trọng lượng sản phẩm có chân đế': [{'displayValue': '3 kg', 'value': 3}]}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '15.6 inch', 'value': 15.6}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '800:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '60 ', 'value': 60}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort']}","{'Phụ kiện trong hộp': ['Cáp Type C', 'Dây HDMI']}"
28,00853413,Màn hình Đồ họa Asus ProArt PA278QV/27 inch/2K/75Hz/5ms,Mua ngay,Asus,Màn hình,Màn hình đồ hoạ,"['27 inch ', 'QHD 2560x1440 ', 'Tấm nền IPS ']",8990000,8490000,6,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/asus-proart-pa278qv-27-inch-2k-75hz-5ms?sku=00853413,https://cdn2.fptshop.com.vn/unsafe/asus_proart_pa278qv_38f816d93e.png,Bạc,"{'Model': 'PA278QV', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2022', 'Thời gian bảo hành (tháng)': 36, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Bạc']}","{'Kích thước có chân đế': '615 x (382~532) x 226 mm', 'Kích thước không chân đế': '615 x 372 x 51 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '7.56 kg', 'value': 7.56}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['5ms'], 'Tiêu thụ năng lượng': ['18 W'], 'Tiêu thụ năng lượng màn hình chờ': ['0.5 W'], 'Điện áp': '100 - 240 V / 50 - 60 Hz'}","{'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Độ phân giải': ['2560 x 1440 Pixels'], 'Chuẩn màn hình': '2K', 'Độ sáng': '350 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '75 Hz', 'value': 75}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['4 USB 3.2 Gen 1', '1 DisplayPort 1.2', '1 Mini Display Port', '1 HDMI 1.4', '1 DVI-D', '1 Jack 3.5 mm']}","{'Phụ kiện trong hộp': ['Cáp HDMI', 'Cáp DisplayPort']}"
29,00714127,Màn hình cong Samsung LC27R500FHEXXV/27 inch/FullHD (1920x1080)/VA 60hz,Mua ngay,Samsung,Màn hình,Màn hình văn phòng,"['27 inch ', 'Tấm nền VA ', 'FHD 1920x1080 ']",3990000,2690000,33,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-lcd-samsung-lc27r500fhexxv?sku=00714127,https://cdn2.fptshop.com.vn/unsafe/2020_9_11_637354345662210071_man-hinh-lcd-samsung27-1.png,Đen,"{'Model': 'LCD Samsung LC27R500FHEXXV/27inch FHD/250Hz/4ms', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2020', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '614.2 x 466.2 x 251.2 mm', 'Kích thước không chân đế': '614.2 x 362.8 x 94.4 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '3500 g', 'value': 3500}], 'Kiểu chân đế': 'Simple'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['4ms'], 'Tiêu thụ năng lượng': ['35 W'], 'Tiêu thụ năng lượng màn hình chờ': ['0.3 W'], 'Điện áp': '100 - 240 V / 50 - 60 Hz'}","{'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '5.000.000 : 1', 'Tấm nền': 'VA', 'Tần số quét': {'displayValue': '60 Hz', 'value': 60}, 'Tỷ lệ màn hình': '16:09'}",{'Cổng giao tiếp': ['HDMI']},{'Phụ kiện trong hộp': ['Adapter']}
30,00907910,Màn hình Lenovo L25e-40 67ADKAC4VN/24.5 inch FHD (1920x1080)/VA 75Hz,Mua ngay,Lenovo,Màn hình,Màn hình văn phòng,"['24.5 inch ', 'FHD 1920x1080 ', 'Tấm nền VA ']",3000000,2190000,27,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-lenovo-l25e-40-67adkac4vn-24-5-inch?sku=00907910,https://cdn2.fptshop.com.vn/unsafe/2024_5_14_638512939867369561_man-hinh-lenovo-l25e-40-67adkac4vn-24-5-inch-3.jpg,Xám,"{'Model': 'L25e-40', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2024', 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Xám']}","{'Kích thước có chân đế': '557.2 x 183 x 441.8 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5.4 kg', 'value': 5.4}], 'Kiểu chân đế': 'Cố định'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['4ms'], 'Điện áp': '100 - 240 V / 50 - 60 Hz'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '24.5 inch', 'value': 24.5}, 'Công nghệ màn hình': 'Led', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '3000:1', 'Tấm nền': 'VA', 'Tần số quét': {'displayValue': '75 ', 'value': 75}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: VGA/D-sub']}","{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
31,00907248,Màn hình LG 29WQ600-W.ATV/29 inch/ WQHD (2560x1080)/IPS 100hz,Mua ngay,LG,Màn hình,Màn hình văn phòng,"['29 inch ', 'WQHD 2560x1080 ', 'Tấm nền IPS ']",5990000,4990000,17,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-lg-29wq600-watv29-inch-wqhd-2560x1080ips-100hz?sku=00907248,https://cdn2.fptshop.com.vn/unsafe/2024_4_22_638494046210553979_29WQ600-W.jpg,Trắng,"{'Model': '29WQ600-W.ATV', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Trắng']}","{'Kích thước có chân đế': '688.5 x 406.6 x 223.8 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '4.5 kg', 'value': 4.5}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['5ms'], 'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Đầu ra âm thanh': '1 x 3.5mm Audio-out (Headphone)'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '29 inch', 'value': 29}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['2560 x 1080 Pixels'], 'Chuẩn màn hình': 'WQHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 ', 'value': 100}, 'Tỷ lệ màn hình': '21:9', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort 1.4', 'Type C']}",{'Phụ kiện trong hộp': ['Dây nguồn']}
32,00907248,Màn hình LG 29WQ600-W.ATV/29 inch/ WQHD (2560x1080)/IPS 100hz,Mua ngay,LG,Màn hình,Màn hình văn phòng,"['29 inch ', 'WQHD 2560x1080 ', 'Tấm nền IPS ']",5990000,4990000,17,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-lg-29wq600-watv29-inch-wqhd-2560x1080ips-100hz?sku=00907248,https://cdn2.fptshop.com.vn/unsafe/2024_4_22_638494046210553979_29WQ600-W.jpg,Trắng,"{'Model': '29WQ600-W.ATV', 'Xuất xứ': ['Trung Quốc'], 'Thời điểm ra mắt': '2023', 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Trắng']}","{'Kích thước có chân đế': '688.5 x 406.6 x 223.8 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '4.5 kg', 'value': 4.5}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['5ms'], 'Điện áp': '100 - 240 V / 50 - 60 Hz', 'Đầu ra âm thanh': '1 x 3.5mm Audio-out (Headphone)'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '29 inch', 'value': 29}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['2560 x 1080 Pixels'], 'Chuẩn màn hình': 'WQHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 ', 'value': 100}, 'Tỷ lệ màn hình': '21:9', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort 1.4', 'Type C']}",{'Phụ kiện trong hộp': ['Dây nguồn']}
33,00910234,Màn hình AOC Q27B3CF2-74/27inch QHD (2560x1440)/USB-C 65W/IPS 100Hz,Mua ngay,AOC,Màn hình,Màn hình văn phòng,"['27 inch ', 'QHD 2560x1440 ', 'Tấm nền IPS ']",4990000,4490000,10,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/aoc-q27b3cf2-74-27inch-qhd,https://cdn2.fptshop.com.vn/unsafe/aoc_q27b3cf2_74_c8d0301914.png,Đen,"{'Model': 'Q27B3CF2-74', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '508.6× 616.6 × 229.8 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5.5 kg', 'value': 5.5}], 'Kiểu chân đế': 'Chân tròn'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V', 'Đầu ra âm thanh': 'Loa'}","{'Loại màn hình': 'Màn hình phẳng', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['2560 x 1440 Pixels'], 'Chuẩn màn hình': 'QHD', 'Độ sáng': '350 nits', 'Độ tương phản': '1500:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 ', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: Type C', 'Đầu ra: Jack 3.5 mm']}",{'Phụ kiện trong hộp': ['Dây nguồn']}
34,00912043,Màn hình Gaming Xiaomi G Pro 27i Mini Led/2K (2560x1440)/IPS 180Hz,Mua ngay,Xiaomi,Màn hình,Màn hình Gaming,[],8990000,8490000,6,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/xiaomi-g-pro-27i-mini-led-2k-180hz?sku=00912043,https://cdn2.fptshop.com.vn/unsafe/xiaomi_g_pro_27i_1_84f1ad6dcb.png,Đen,"{'Model': 'G Pro 27i', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '613 x 169 x 526 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '6.8 kg', 'value': 6.8}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['2560 x 1440 Pixels'], 'Chuẩn màn hình': 'QHD', 'Độ sáng': '1000 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '180 ', 'value': 180}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '1.07 tỷ'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort 1.4']}",{'Phụ kiện trong hộp': ['Dây nguồn']}
35,00775451,Màn hình LG 27QN600-B/27 inch QHD (2560x1440)/IPS 75Hz,Mua ngay,LG,Màn hình,Màn hình văn phòng,"['27 inch ', 'QHD 2560x1440 ', 'Tấm nền IPS ']",7890000,4690000,41,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-lg-27-inch-27qn600-b?sku=00775451,https://cdn2.fptshop.com.vn/unsafe/2021_11_12_637723104736194874_man-hinh-lg-27qn600-b-27-inchs-2k-den-1.jpg,Đen,"{'Model': '27QN600-B.ATV', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 24, 'Hướng dẫn bảo quản': 'Để nơi khô ráo, nhẹ tay, dễ vỡ.', 'Hướng dẫn sử dụng': 'Xem trong sách hướng dẫn sử dụng', 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '613.5 x 484.2 x 208.8 cm', 'Kích thước không chân đế': '613.5 x 363.5 x 45.4 cm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '5.7 kg', 'value': 5.7}], 'Kiểu chân đế': 'Chân chữ V'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['1ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '27 inch', 'value': 27}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['2560 x 1440 Pixels'], 'Chuẩn màn hình': 'QHD', 'Độ sáng': '350 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '75 ', 'value': 75}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}","{'Cổng giao tiếp': ['Đầu vào: HDMI', 'Đầu vào: DisplayPort 1.4']}",{'Phụ kiện trong hộp': ['Dây nguồn']}
36,00907596,Màn hình AOC 24B2H2/23.8 inch/FullHD 1920x1080/IPS 100hz,Mua ngay,AOC,Màn hình,Màn hình văn phòng,"['24 inch ', 'FHD 1920x1080 ', 'Tấm nền IPS ']",3000000,2190000,27,2024-10-24T23:59:00.000+07:00,"['Giảm 5% cho đơn từ 53,000đ', 'Giảm ngay 1 triệu khi mở thẻ tín dụng VPBank', 'Nhập mã FPTLAP giảm 5% tối đa 200.000đ', 'Giảm đến 700.000đ khi thanh toán trả góp qua Kredivo', 'Giảm đến 1 triệu trả góp qua thẻ Visa']",https://fptshop.com.vn/man-hinh/man-hinh-aoc-24b2h2-2-38-inch?sku=00907596,https://cdn2.fptshop.com.vn/unsafe/2024_4_26_638497533889838564_man-hinh-aoc-24b2h2-2-38-inch-1.jpg,Đen,"{'Model': '24B2H2/74', 'Xuất xứ': ['Trung Quốc'], 'Thời gian bảo hành (tháng)': 36, 'Màu sắc': ['Đen']}","{'Kích thước có chân đế': '540 x 414 x 240 mm', 'Trọng lượng sản phẩm có chân đế': [{'displayValue': '2.78 kg', 'value': 2.78}], 'Kiểu chân đế': 'Vuông'}","{'Góc nhìn': ['178°(Dọc) / 178°(Ngang)'], 'Thời gian phản hồi': ['4ms'], 'Điện áp': '220 - 240 V'}","{'Loại màn hình': 'LED', 'Kích thước màn hình': {'displayValue': '24 inch', 'value': 24}, 'Công nghệ màn hình': 'IPS LCD', 'Độ phân giải': ['1920 x 1080 Pixels'], 'Chuẩn màn hình': 'FHD', 'Độ sáng': '250 nits', 'Độ tương phản': '1000:1', 'Tấm nền': 'IPS', 'Tần số quét': {'displayValue': '100 ', 'value': 100}, 'Tỷ lệ màn hình': '16:09', 'Màu màn hình': '16.7 Triệu'}",{'Cổng giao tiếp': ['Đầu vào: HDMI']},"{'Phụ kiện trong hộp': ['Dây nguồn', 'Dây HDMI']}"
